id,state,union,emplys,actual_fatal,expected_fatal,residual,perform,risk_rate
46,South Dakota,1,3818656,177,126.276387861706362993973229,50.723612138293637006026771,1.401687227495328933824296,1.3283105924779199018
49,Utah,1,11496274,494,452.733278095891026956954487,41.266721904108973043045513,1.09115018466870572794043,0.3589573622210898335
42,Pennsylvania,0,55260826,1922,1882.762930073379234201179231,39.237069926620765798820769,1.020840154275340194443632,0.0710034083215129028
31,Nebraska,1,8900883,334,314.7935443115663089671756,19.2064556884336910328244,1.061012863940513780725319,0.2157814644730606057
16,Idaho,1,5963551,235,218.85867285034005593260628,16.14132714965994406739372,1.073752284702455940006571,0.2706663722614251822
15,Hawaii,0,5931522,202,213.898723882376058886558494,-11.898723882376058886558494,0.944372160495360296750904,-0.2006015299677900358
32,Nevada,1,11722182,464,479.46909322221304401053755,-15.46909322221304401053755,0.967737037817693510903297,-0.131964281242289567
50,Vermont,0,2959306,78,93.636104400798370272151286,-15.636104400798370272151286,0.83301201496091872838433,-0.5283706517946562563
10,Delaware,0,4102909,105,126.382712407006165409072187,-21.382712407006165409072187,0.830809831504923523836264,-0.5211598016676988305
23,Maine,0,5868389,146,185.144598650420425644272347,-39.144598650420425644272347,0.788572829368189962911225,-0.6670416472122148965
44,Rhode Island,0,4645258,83,140.438859048376374031273374,-57.438859048376374031273374,0.591004516573360542982446,-1.2365052500501882572
33,New Hampshire,0,6130479,117,189.386924944351972449759387,-72.386924944351972449759387,0.617782880388276005579127,-1.1807711101261740306
41,Oregon,0,15910906,463,557.885619905794647283008753,-94.885619905794647283008753,0.829919222650303897591738,-0.5963558574589947756
09,Connecticut,0,16347656,393,492.734400776280569183243786,-99.734400776280569183243786,0.797589937663874146427487,-0.6100837990246465254
72,Puerto Rico,0,9804887,245,348.285903406495226225195035,-103.285903406495226225195035,0.703445065113798014154967,-1.0534124810055967624
24,Maryland,0,24860089,763,875.213041264016050296076427,-112.213041264016050296076427,0.871787740843128094986941,-0.4513782764977874789
04,Arizona,1,24259488,804,922.226169292512008409054335,-118.226169292512008409054335,0.871803497635282357693176,-0.4873399195090679919
26,Michigan,1,40488332,1116,1283.004461543043991803852625,-167.004461543043991803852625,0.869833296337729767685395,-0.412475528858644984
55,Wisconsin,0,26901059,728,900.541848570952545297616369,-172.541848570952545297616369,0.808402187144600873257397,-0.6413942609878389743
39,Ohio,0,51469758,1494,1688.125086451332785008634357,-194.125086451332785008634357,0.885005508176286884019929,-0.3771633945730477012
53,Washington,0,27362441,690,976.064874954823900349292882,-286.064874954823900349292882,0.706920223957383876233226,-1.045465479321906625
17,Illinois,0,56777383,1661,1952.754152122654936289181349,-291.754152122654936289181349,0.850593505687586681803608,-0.5138562869702094869
34,New Jersey,0,38397544,964,1297.435767991796240875563976,-333.435767991796240875563976,0.743004026698064197397337,-0.8683778524787841662
25,Massachusetts,0,31764291,606,955.119904319194779681183142,-349.119904319194779681183142,0.634475312743015344318323,-1.0990955356730448656
27,Minnesota,0,26051205,502,851.642608828592022267435704,-349.642608828592022267435704,0.589449136053074446850586,-1.3421360310534273646
36,New York,0,83906927,1994,2636.470019788420492504559185,-642.470019788420492504559185,0.756314308538968559525828,-0.7656936593428341053
06,California,0,146374411,3902,5105.655976294655795054574033,-1203.655976294655795054574033,0.764250474007026823806631,-0.8223131133860930071
